# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    1    223     82      -     99     42      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1357    814 
    2    224     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1016    774 
    3    219     79      -     99     40      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1321    797 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    253     85      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    781    483 
    1    227     83      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    842    511 
    2    232     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    779    491 
    3    223     80      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    766    499 
    0    255     86      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    820    504 
    1    228     83      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    880    514 
    2    232     85      -     98     41      0      0      0      0  13365   2287      0      0  89166  89167      0      -      -      0    742    470 
    3    223     80      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    869    510 
    0    107     81      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     94     78      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     92     80      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    3     89     75      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0    100     77      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     90     75      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     87     77      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     86     72      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     99     74      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
